id_Number,city,latitude,longitude
11065197208294675,Gatka,33.384335,54.258741
94603195605214957,Gatka,36.334635,66.265306
29566199308179474,Gatka,47.03849,63.793222
18206195706243219,Gatka,33.814252,68.089038
98271193105117249,Gatka,25.217213,52.948552
85176200011203540,Gatka,26.049167,52.698017
88565200801076913,Gatka,21.975868,58.02918
99722193510047495,Gatka,22.918088,53.084657
83938201302254875,Gatka,35.644597,69.433266
76626201402174391,Gatka,45.742096,54.420576
80663193605155726,Gatka,35.692023,61.866995
98646198808178215,Gatka,22.128115,57.253833
12143198710063133,Gatka,36.866366,52.562492
51762193011136661,Gatka,29.106937,68.392909
12597195506228590,Gatka,47.38247,66.619797
23868197310037983,Gatka,39.582105,62.649134
65168192907236789,Gatka,45.982741,50.513726
47820198811302880,Gatka,48.202399,50.739293
76722199410226374,Gatka,39.610649,65.371845
94287198304215888,Gatka,49.622283,52.497944
28842198508208362,Gatka,20.840537,69.787544
13280195912313420,Gatka,42.463809,65.219497
90674200905199497,Gatka,23.04709,61.233175
70066193311215256,Gatka,34.25647,65.823323
38597196303115746,Gatka,43.623648,53.593793
40466196412134440,Gatka,44.588706,56.481943
34013198104168117,Gatka,28.338204,63.633135
20209197004161497,Gatka,41.502424,63.868256
96216199002082184,Gatka,48.401711,61.848605
41056200704211914,Gatka,25.277432,57.268511
89836198205104253,Gatka,29.714587,69.43287
25689194301313854,Gatka,35.426267,52.508799
10984200909172707,Gatka,20.432996,63.68853
35305198009055179,Gatka,20.603999,59.948611
63426194212174646,Gatka,45.529676,69.90628
22532193603269194,Gatka,35.65146,53.173333
66492194210081817,Gatka,37.654759,67.824707
56895195112261607,Gatka,31.685696,68.817258
33908193412059176,Gatka,35.841087,55.027617
17508197401303047,Gatka,28.926471,59.175636
48172199507297272,Gatka,43.963486,64.881591
77506200607046738,Gatka,44.514802,57.756767
44075200404055344,Gatka,40.938692,56.91506
27791196801277653,Gatka,35.681344,57.364862
81891201006208178,Gatka,31.591307,60.819115
89978196405295756,Gatka,32.340116,63.639222
71891197307195240,Gatka,47.565238,65.656379
59888195609013430,Gatka,36.504535,63.041871
73488201303087656,Gatka,49.949528,62.88171
21574197408117897,Gatka,43.515871,56.907183
97236197504041594,Gatka,45.191539,66.359892
79767199109228430,Gatka,29.648221,56.301568
77813198207261306,Gatka,25.461059,62.897544
48527198512185394,Gatka,48.140967,51.120385
70246201706181914,Gatka,26.646395,62.627558
65141201009042437,Gatka,31.205654,66.575483
33734198012241553,Gatka,28.682403,56.981837
94284198512182217,Gatka,28.077739,56.895127
78998200010171863,Gatka,41.494237,57.704704
33010198601031175,Gatka,45.258871,69.583316
66005198703064173,Gatka,46.400325,50.486966
45342200511187391,Gatka,46.243961,50.009208
81523193307084395,Gatka,40.73253,56.672088
60149200606092713,Gatka,44.507787,55.756622
90650196910198269,Gatka,24.727289,56.315612
69051195905016964,Gatka,42.087138,55.200387
30133193706031434,Gatka,33.0829,50.88008
21317195003034903,Gatka,27.348321,61.63188
24080194204304238,Gatka,47.71275,69.026476
37737198805214819,Gatka,42.725979,54.090831
48686200701253495,Gatka,30.16757,60.218827
91645196703077802,Gatka,34.671331,65.69319
23814196403089276,Gatka,25.386917,63.61273
52679193803246304,Gatka,40.491023,59.223365
19812199709095645,Gatka,38.150724,50.828117
65873201411028579,Gatka,27.416523,56.933667
65374194902086860,Gatka,27.526581,68.860024
52708199503048512,Gatka,29.587017,65.699088
22523196607172266,Gatka,34.99519,69.351728
36016194803253730,Gatka,42.674573,62.182935
54646200101227967,Gatka,35.433992,61.448122
78577199505052120,Gatka,34.611839,53.723216
73326197006242502,Gatka,35.094366,68.356499
47428201604114530,Gatka,42.156409,60.614712
42013197612097747,Gatka,36.312668,50.563154
98440193707033234,Gatka,27.398686,65.859831
27298195002086116,Gatka,42.653262,60.974433
32542201202021420,Gatka,47.256669,66.740912
27131196711271753,Gatka,46.794266,54.130504
16306198606271003,Gatka,46.360572,62.571946
32632192505089901,Gatka,35.914814,59.158308
84172196107143343,Gatka,20.353924,56.128013
22980198705245072,Gatka,48.84755,69.029835
45056193805282971,Gatka,44.683182,51.598608
87407194210048122,Gatka,32.683382,57.541814
65711193704213442,Gatka,23.190195,69.259314
94493195811129800,Gatka,28.24042,56.25953
34001198905046852,Gatka,42.395903,62.361695
95286193607015552,Gatka,44.424924,52.886402
15482201807277438,Gatka,37.903286,64.017333
57374198901189336,Gatka,35.098552,59.494004
87163193004201477,Gatka,46.569624,67.684086
26169199011017641,Gatka,40.363698,64.323857
25955195911168306,Gatka,26.979685,55.238835
75659199002036736,Gatka,22.090539,69.620959
31403193411163459,Gatka,49.770747,58.491847
60381200307035206,Gatka,49.501913,51.340116
21977200601099777,Gatka,30.143114,58.121343
68990192702147919,Gatka,26.590185,63.487034
71440199411233160,Gatka,46.845896,50.371793
67548195308155818,Gatka,42.793028,56.571726
98460193107097351,Gatka,42.389082,56.334654
41171196105254800,Gatka,27.388204,57.830419
46176198405138276,Gatka,43.439768,64.969829
87132200901047491,Gatka,24.89853,69.416463
19925199312029691,Gatka,33.421398,64.656696
82635197501231420,Gatka,30.069983,66.328407
40499201811174772,Gatka,35.519721,57.638366
86939193209089752,Gatka,28.805812,58.078374
47512194804083174,Gatka,45.431277,68.121201
97270201811229797,Gatka,34.513205,69.564284
12307200511206889,Gatka,44.676956,52.706707
45939198604143224,Gatka,39.808737,69.293541
50793196107081043,Gatka,42.500468,52.360213
82943201104244898,Gatka,41.82075,57.032127
71876195001302606,Gatka,39.480214,56.061795
67570192101131529,Gatka,41.900731,67.092795
82179200002139658,Gatka,41.444722,67.392226
25204193508055095,Gatka,24.73082,58.103585
24430193305179075,Gatka,49.488032,65.855996
12940200911142569,Gatka,26.088494,69.167016
18383194909053018,Gatka,30.637081,62.446552
50388195411013120,Gatka,27.120638,58.863798
50904195411182847,Gatka,44.796079,53.067557
48045198106189934,Gatka,40.196754,55.523399
40863193907076097,Gatka,30.514348,61.912772
56712193506137833,Gatka,29.179245,54.670653
13499193910052396,Gatka,21.514362,67.982577
21133197005312338,Gatka,48.954012,60.525159
24098201904114866,Gatka,26.735589,64.51195
67163194410219066,Gatka,24.165597,58.428965
46896201309039777,Gatka,31.993283,62.309357
28828198712216630,Gatka,42.614404,64.300133
66279197206212140,Gatka,26.095629,66.628171
24708195909289936,Gatka,45.8956,50.828504
86700198211072080,Gatka,42.748379,56.564135
65776193412075420,Gatka,21.110457,55.44936
53353199710177975,Gatka,48.791475,62.242157
45284201411253683,Gatka,41.910565,53.413335
57963197312184442,Gatka,35.061901,67.52836
34159193501214150,Gatka,35.304393,52.885932
44717195612268249,Gatka,38.158854,68.433022
64819201004211081,Gatka,26.558004,65.783297
84913193601239520,Gatka,45.27046,53.452166
68981199304298960,Gatka,36.442624,50.517389
12322195108245944,Gatka,30.353303,69.526689
58372194701104008,Gatka,37.501196,50.611585
52431196711264681,Gatka,29.697902,62.926562
35605195010193846,Gatka,42.927503,69.313525
18462201309084976,Gatka,34.097767,56.087826
86757198212226640,Gatka,34.50479,60.582335
46434194312105920,Gatka,34.585506,62.278651
76748195209283166,Gatka,23.566384,59.481452
54405199612038315,Gatka,27.608864,54.183827
22164197402034582,Gatka,44.320674,59.880108
30565195406091982,Gatka,49.893218,56.165228
24605194004239393,Gatka,27.055957,51.276087
15422198511184696,Gatka,22.633483,66.940889
70210192810084535,Gatka,23.703887,69.807725
71522192510177447,Gatka,23.625816,68.19947
54562201604034853,Gatka,38.088532,56.946513
26051193111074812,Gatka,21.256823,51.25258
22906194407318788,Gatka,46.514788,64.738524
82082198501299360,Gatka,38.970998,52.52181
86021195705175666,Gatka,44.775054,63.776659
58277197807263452,Gatka,38.418181,69.202647
76978198601079944,Gatka,23.625156,57.350843
36286196603161401,Gatka,22.621839,67.409598
75451195611083825,Gatka,43.144265,52.765785
11435194403225120,Gatka,39.698712,59.159251
37821197505134753,Gatka,24.555265,67.198131
11204194402218693,Gatka,24.471935,54.090645
90162192204281384,Gatka,45.132806,64.372738
77756201801315667,Gatka,24.506152,59.393187
85472200112102880,Gatka,40.566203,65.318276
60699195007189537,Gatka,48.296457,52.606183
41471193312278542,Gatka,49.14387,55.426402
29981195908227144,Gatka,24.707005,63.216263
76427198405217224,Gatka,38.098356,55.674288
51610193204024314,Gatka,44.621608,68.482202
81326197602206301,Gatka,39.508527,57.068624
19079198312137440,Gatka,48.476738,60.557893
35867200507228309,Gatka,41.990036,68.89293
26176198007052810,Gatka,32.269377,58.790033
39244198209207777,Gatka,30.84744,63.805352
66972198411251492,Gatka,41.966868,59.382111
42074194409263398,Gatka,29.833241,50.69256
69789200507249689,Gatka,48.068649,59.903266
31643198405121564,Gatka,30.149948,69.978444
86326194311072190,Gatka,24.194329,55.701618
43943195306184928,Gatka,29.551685,56.29775
88854195604134085,Gatka,23.71946,59.954539
36295194211263562,Gatka,32.940736,54.709343
27236193901285107,Gatka,47.755893,50.916005
17321200901077553,Gatka,44.319936,63.381341
92021199802022487,Gatka,23.53728,60.236635
29269198303188864,Gatka,47.336364,57.20597
65726195907148444,Gatka,42.682218,60.169922
14676198007054031,Gatka,47.662713,63.617018
99361200705068755,Gatka,27.961018,65.219568
15581201902012226,Gatka,25.320191,67.660554
95260197102273175,Gatka,22.874533,58.112211
90761200101175535,Gatka,21.66316,65.45954
39320194710152694,Gatka,49.916553,55.221093
16829196911307097,Gatka,40.500644,58.451312
61833200607074675,Gatka,46.959481,68.967704
35112199906038709,Gatka,29.627685,56.301685
34718197008058472,Gatka,38.126805,55.892122
28355196707031790,Gatka,35.798716,55.289057
75177194108256646,Gatka,34.61872,54.001355
41005199106125457,Gatka,46.119137,60.112249
15436199106205252,Gatka,41.754974,51.368952
40345200905306745,Gatka,34.258354,62.153558
95754196405135915,Gatka,46.589128,52.994081
98135194804307137,Gatka,21.587555,50.725892
13083198308083861,Gatka,22.663565,64.272812
87372193711098224,Gatka,28.109916,68.712524
99470194312039199,Gatka,44.950941,69.647419
59943196207163277,Gatka,25.585609,51.443339
32121199108273817,Gatka,24.169548,59.638819
67275198510162157,Gatka,20.371361,55.128572
16894201808231998,Gatka,36.50118,64.514309
24636199005181744,Gatka,41.853246,61.551143
15138195304275128,Gatka,26.539143,59.314352
37599195406059381,Gatka,20.47401,51.552598
36560194708235873,Gatka,25.187321,60.466167
59419192810189375,Gatka,43.344916,50.969008
25757197812317106,Gatka,21.48559,63.302483
14130196010186761,Gatka,43.687891,64.541372
68342200206259903,Gatka,44.81226,57.299129
83914198011209979,Gatka,36.654891,65.194597
47376201404209988,Gatka,24.708541,58.33179
91370197909216423,Gatka,44.825222,65.379466
96759194211159469,Gatka,20.118697,50.561608
52338194401016348,Gatka,31.905192,67.33201
42189194209103222,Gatka,40.876671,68.207151
54929201508279085,Gatka,35.507055,62.16867
33548199901154845,Gatka,39.370216,62.232232
40660197711216230,Gatka,22.098448,59.126244
28414195108089765,Gatka,33.831726,52.432621
69635194806177221,Gatka,34.392498,59.843536
54940201710095978,Gatka,38.029513,54.622215
40529196707112459,Gatka,21.598183,65.081238
32440200808164425,Gatka,28.835997,58.700361
12230193811161656,Gatka,27.832707,56.483721
51363196012277781,Gatka,31.545983,53.246692
98439198608309416,Gatka,42.770813,52.035782
52207201107238566,Gatka,48.410198,59.206189
83045194107283610,Gatka,47.289585,65.01951
54537200012185025,Gatka,45.803015,51.809039
13820199008268451,Gatka,22.784733,69.798149
37513200408165322,Gatka,47.23455,65.764256
36534198411089388,Gatka,24.406925,61.442111
27727198110057025,Gatka,34.840707,56.960074
14046199108269819,Gatka,26.087199,60.361841
58566198111105123,Gatka,32.695475,53.369636
99445201502047330,Gatka,23.930588,56.799585
58264193310057220,Gatka,30.706756,62.419235
60779198406263192,Gatka,24.450931,66.963729
33053196408115920,Gatka,49.768953,61.995073
35359197501023092,Gatka,22.618509,52.988828
11996198306117694,Gatka,25.010637,56.795983
74619195508105707,Gatka,38.470301,69.337784
77804199612112048,Gatka,36.946052,66.298744
44430195901191847,Gatka,38.562055,58.273556
68282201209061251,Gatka,25.118439,56.914872
21860192610043290,Gatka,36.566817,53.721032
86712194712134135,Gatka,39.348804,66.51179
39615198906144426,Gatka,32.523153,51.639609
45522195811154943,Gatka,30.198931,67.553965
15653195507169639,Gatka,28.068456,61.229874
74079194404153969,Gatka,25.342175,63.089184
80787199308229166,Gatka,47.173557,69.853778
46444193812172913,Gatka,32.217867,59.482285
82819200806079701,Gatka,23.768762,60.123095
63509201803194084,Gatka,47.058699,50.902059
86359201206175081,Gatka,30.488607,63.406151
22792193408263855,Gatka,44.823965,60.449986
47589201412146076,Gatka,27.131269,66.121894
50991194109112445,Gatka,44.088748,63.81392
22980201501262409,Gatka,32.679725,55.309793
30291194802231568,Gatka,22.591996,66.167662
20592196801304992,Gatka,48.736983,63.243064
42123196909184732,Gatka,47.632989,66.290312
51422201811064297,Gatka,22.317722,57.556648
94211199308296857,Gatka,40.36322,59.928543
46037200212214737,Gatka,25.755395,57.553761
73639201206097760,Gatka,46.042247,59.669703
95658195303253825,Gatka,32.930795,51.392804
55728200006231712,Gatka,25.618892,56.628648
58640201602046090,Gatka,27.771682,60.260586
72376195101264997,Gatka,47.213106,53.331054
62954195910162745,Gatka,43.454404,53.346968
52486199112055134,Gatka,44.25081,61.527647
79546193012046886,Gatka,24.235056,64.733353
36093196611303453,Gatka,46.890681,58.714623
90298194501046243,Gatka,20.485232,62.620817
66351194708224369,Gatka,47.640853,55.880878
40222193401044034,Gatka,47.67491,65.84363
16002197908023096,Gatka,41.816396,62.003321
69329198008219678,Gatka,44.856934,67.788148
37779197206257450,Gatka,48.565264,56.154499
98703199006264215,Gatka,28.191054,68.314138
10049201311171882,Gatka,45.835306,67.401906
64217201402192425,Gatka,27.59662,69.632442
69802195602127930,Gatka,32.874108,63.504512
13496201210272732,Gatka,47.767864,61.671751
19942199104078515,Gatka,31.356281,64.976819
34190194503151386,Gatka,25.971277,60.966186
17955200809233748,Gatka,43.823774,66.12308
84331198508095347,Gatka,41.268073,53.705076
61114196401279599,Gatka,28.974997,64.065527
22365194603246635,Gatka,42.970865,50.315558
42824201405115592,Gatka,27.742478,69.421204
76822201302069548,Gatka,24.332963,58.003723
65640195309125092,Gatka,39.106711,52.234397
89235200106194852,Gatka,40.758602,61.942239
63410199407252591,Gatka,25.902218,62.527529
62683200908122653,Gatka,36.517377,64.430997
53250199203161167,Gatka,43.050679,53.530084
97101201009068367,Gatka,36.716373,50.053957
20517193407117834,Gatka,49.081813,61.642966
98750194810308588,Gatka,24.251354,51.459249
16674194703096399,Gatka,31.055576,52.344037
90402196005125583,Gatka,39.170437,55.137608
78147195107069720,Gatka,26.983648,58.603888
69410197112016988,Gatka,29.076098,68.042702
18304194301285875,Gatka,48.911297,64.160324
22601201411085377,Gatka,43.468038,65.555498
95392198102042259,Gatka,30.721801,52.300896
22524193603098197,Gatka,21.736855,61.666144
51333196901099808,Gatka,21.919144,64.496387
94825198302274328,Gatka,44.958715,57.70507
38210195403133652,Gatka,21.620752,68.785031
44532198101242965,Gatka,31.840203,63.478783
97847195608055255,Gatka,29.373919,60.416532
53904201312123271,Gatka,35.33317,52.148958
78627194701088206,Gatka,45.96138,66.466534
80706200604276133,Gatka,26.875408,57.147538
83740194110214691,Gatka,40.306291,56.143391
27205195612041382,Gatka,48.944889,65.288514
17657200807111600,Gatka,21.929987,68.721061
21021197504103621,Gatka,38.997075,62.367685
56565195306195686,Gatka,33.568295,59.910968
84480199002238758,Gatka,30.203568,64.149699
49440201710091108,Gatka,37.595322,62.67436
83048192004054821,Gatka,40.019978,69.782918
15210193410077925,Gatka,20.707992,58.669329
25304201507191705,Gatka,24.245777,68.546627
99695199606161259,Gatka,47.441308,63.898011
49268196312191443,Gatka,35.012477,59.847919
30463195301125158,Gatka,36.108215,54.774608
69352198408128747,Gatka,41.432002,62.266393
89776197506075322,Gatka,31.686593,54.442186
80941199510318268,Gatka,34.038005,63.227309
35477193501118063,Gatka,28.239629,57.76349
54342198709063417,Gatka,48.614397,56.800748
41749199509179146,Gatka,46.423643,67.403842
63025198002191587,Gatka,47.424332,68.589424
77095200907065312,Gatka,39.059021,57.370738
52882197603069997,Gatka,36.620465,68.939417
42814197709151457,Gatka,35.189389,55.295826
87146193901123573,Gatka,32.345883,56.75314
61274193907072497,Gatka,39.056901,51.496236
85210194505273137,Gatka,49.64605,57.023283
53545199707288166,Gatka,38.020924,59.453491
17151194408096188,Gatka,25.24976,52.994038
58973198306048969,Gatka,48.179342,59.875771
18585194905269303,Gatka,45.213517,66.34932
87891197203169821,Gatka,29.957233,65.632882
16560197710296350,Gatka,32.199019,52.890305
28632195906024490,Gatka,23.125999,61.165655
24632198402121512,Gatka,20.041598,60.274166
30439193708312081,Gatka,44.380509,57.425712
28852201511144276,Gatka,39.672424,56.796846
70709200110153092,Gatka,44.58979,65.288886
12409196808025270,Gatka,43.738635,52.823837
26017196112148795,Gatka,34.865349,63.48899
38327193912037683,Gatka,26.486542,64.056694
38293196701199100,Gatka,47.910774,56.106552
49866198602062356,Gatka,49.582744,69.439301
54240196011099342,Gatka,41.384632,62.508065
70193197308172254,Gatka,37.244804,62.132689
66635194802225530,Gatka,36.062243,66.940013
21382199404016228,Gatka,31.502318,56.855911
27536195309293930,Gatka,35.702493,67.074379
39138193506172510,Gatka,29.307889,66.950991
19478199707295655,Gatka,41.429033,62.629557
96844199811176597,Gatka,30.6406,65.820849
23188202005113192,Gatka,45.332715,59.543708
18490199301165141,Gatka,49.539703,65.921109
43484194808195221,Gatka,21.587236,68.005169
38274199503077952,Gatka,39.967379,52.434812
62692198403077410,Gatka,25.498077,64.761538
69665193312113234,Gatka,36.261486,59.576432
82015199604151394,Gatka,24.128081,55.181395
23020194208196264,Gatka,26.458738,68.884817
81529198106084797,Gatka,46.175121,52.39105
19706201902033631,Gatka,42.583846,55.938652
12631197212068286,Gatka,27.449755,60.224718
65880195403258495,Gatka,48.616573,53.527728
77401199203275111,Gatka,36.810893,64.019275
14105198803169695,Gatka,48.08234,55.741596
33656202004252352,Gatka,27.384299,51.874392
23558199004137567,Gatka,49.449691,68.813823
30273201005057360,Gatka,46.004039,65.803617
42256199910299912,Gatka,30.636765,65.762821
34432197503207684,Gatka,40.75229,66.503114
93331197303026976,Gatka,22.889638,54.550871
37788196703096432,Gatka,39.429779,61.011638
54485200910217651,Gatka,43.197648,68.354332
44382200409055557,Gatka,44.170338,63.141872
54120196308236368,Gatka,39.518999,62.081853
32997196009291535,Gatka,39.664808,59.823853
26075193008054329,Gatka,20.655217,69.367857
10583197412071921,Gatka,24.825534,54.539837
38368198111302252,Gatka,37.189656,50.665992
96994200806251293,Gatka,38.828578,50.435179
65493193209241132,Gatka,20.031609,56.372668
20672196911089599,Gatka,32.508308,66.731887
64237200302067364,Gatka,46.859588,65.70038
56292198207063420,Gatka,33.728605,52.304705
93613196903257676,Gatka,32.522769,57.33112
58249193908213381,Gatka,29.692371,56.158664
46013197904246577,Gatka,46.10245,63.070182
14834193510176501,Gatka,31.470858,53.578366
77220200906025534,Gatka,29.448668,68.776337
81320197612274275,Gatka,30.581058,56.02948
35688193205172707,Gatka,46.551688,59.753082
51258198403116334,Gatka,29.357094,66.785695
70165197109186980,Gatka,38.931237,69.859582
91360197204068933,Gatka,31.468163,52.314608
44348195703244412,Gatka,42.417512,52.193257
30146199803092382,Gatka,34.588605,66.297272
51221194305318420,Gatka,24.592269,52.458822
55235194908201236,Gatka,27.021282,67.54159
36682201804069039,Gatka,25.126372,59.381964
31406199406122985,Gatka,24.792156,55.201299
97869198502111524,Gatka,37.172176,51.045312
90861198810094187,Gatka,48.150569,51.38071
36689192109063695,Gatka,40.040724,62.253378
75490198909052117,Gatka,23.067522,64.598606
31175200710145327,Gatka,48.969715,52.754053
36735201410234245,Gatka,43.740123,58.73472
37216193106049456,Gatka,46.832821,60.944663
87061196506299463,Gatka,28.178044,51.118564
90182195011185390,Gatka,45.195704,55.991848
12909197608085514,Gatka,37.003315,50.659843
85984201007046154,Gatka,22.672656,54.817136
88160196506296767,Gatka,47.556763,56.71603
12798193001273237,Gatka,25.212481,68.027562
54652200807042479,Gatka,32.858699,57.405844
32537198008223397,Gatka,41.683808,62.125119
11331200502288592,Gatka,44.215919,59.373633
27568200009221677,Gatka,49.480931,65.856598
64944195406226652,Gatka,33.419778,69.367985
95424200802098058,Gatka,37.88399,54.842218
86059196503145601,Gatka,26.76926,65.401515
99100196401256388,Gatka,29.05799,62.143189
21002195111065951,Gatka,21.956847,55.318144
97714193708313216,Gatka,43.025387,67.733075
65492195505237200,Gatka,49.189728,58.610261
96437201803034618,Gatka,44.440875,59.799279
32890198407119910,Gatka,32.613183,68.603534
68937196112086324,Gatka,45.323484,51.233457
12708194905119609,Gatka,22.60851,51.662102
42069199109292838,Gatka,43.069518,53.604429
26024201808158192,Gatka,37.033715,69.662033
59991194004102521,Gatka,35.479564,67.207381
66956201406172269,Gatka,22.091988,51.687567
70670192706272405,Gatka,26.123835,52.93706
92566193908213713,Gatka,23.179277,50.219172
11772200808309494,Gatka,21.650657,62.527236
31598194106148563,Gatka,38.715519,52.835458
19772196604143353,Gatka,38.920238,59.255598
81094195905022537,Gatka,38.494238,54.83391
76797196011043836,Gatka,44.006694,54.532341
98863201011017892,Gatka,25.609826,66.194982
55155194310033804,Gatka,43.148151,59.86745
32384193411217224,Gatka,47.716279,53.921937
62584194605157015,Gatka,22.565344,62.66818
31982196504113369,Gatka,49.528349,53.075693
98727199012258415,Gatka,30.326246,66.579516
57333199302133696,Gatka,34.955049,67.865006
52184195111086465,Gatka,26.780574,62.853339
88910197006195132,Gatka,31.025343,64.869578
63569196005126079,Gatka,27.756787,66.219791
57561198107193136,Gatka,34.334133,56.212045
20906200905305291,Gatka,28.60714,64.28002
82162195606104414,Gatka,35.315824,54.787164
91345193401246985,Gatka,23.056487,64.624117
43636196109241063,Gatka,47.320086,54.535808
10147195810014427,Gatka,31.294889,64.274773
55044195710314962,Gatka,38.610596,65.933926
28664199704199816,Gatka,44.188719,50.386078
67006202004266917,Gatka,21.139647,60.188703
13388200209261782,Gatka,28.401587,67.865423
96769198602154811,Gatka,22.932044,58.570427
50569196809184088,Gatka,39.387641,57.404523
35730192509192475,Gatka,22.501781,66.024374
50038201503036850,Gatka,42.065165,63.706997
78205196104262589,Gatka,29.312298,61.159189
84357196106231228,Gatka,35.177129,53.86373
75778200810296528,Gatka,48.804699,65.893328
35437195009251814,Gatka,36.67226,53.272961
73994199111188146,Gatka,24.038974,54.010447
34787199009241110,Gatka,41.949138,66.885069
94962195904023342,Gatka,46.346057,63.715025
12548200606116571,Gatka,23.181315,67.151799
84335193509039231,Gatka,27.241699,67.160023
98622198010191438,Gatka,24.540039,69.882296
67239192211228983,Gatka,45.164584,61.142249
87995199205294311,Gatka,23.922455,50.884271
76195201610092824,Gatka,21.273305,55.530503
98206197304147248,Gatka,38.717178,68.313014
88741201501252509,Gatka,36.100818,51.561756
23909194801191524,Gatka,47.620029,52.817911
20463194707311804,Gatka,49.61581,54.654519
16434197810114720,Gatka,20.835883,69.526317
96294193807071346,Gatka,38.481498,50.907828
68375195506073649,Gatka,20.867666,64.839462
11308193007077281,Gatka,33.16332,50.454648
67843201805123303,Gatka,22.014923,69.817145
10807193205287223,Gatka,36.220862,55.528241
11685197309071428,Gatka,37.282454,52.486928
24244201805133541,Gatka,37.756619,56.718416
23370193404137788,Gatka,34.403473,67.590713
41357201302254370,Gatka,34.066772,56.938136
79523199009175158,Gatka,44.695936,61.974959
30564194306229682,Gatka,49.920465,69.589788
11211195910244486,Gatka,47.007573,60.942862
40409199211293588,Gatka,44.341791,65.643211
77635196206038619,Gatka,31.465314,53.362457
85385198707224925,Gatka,37.912942,62.641321
69471198702223015,Gatka,22.258755,55.958838
46059198511209315,Gatka,39.247078,65.232084
39163199405095027,Gatka,30.983745,67.46268
99730198110175647,Gatka,38.831478,51.788269
28881200407271488,Gatka,32.712257,65.368489
85378201709175582,Gatka,40.28535,66.348035
92828201104022514,Gatka,36.904978,57.230278
61707201009073747,Gatka,36.997607,64.37034
35669195603043473,Gatka,29.019841,66.625153
94639194601062950,Gatka,36.630349,61.761436
77287197106037234,Gatka,28.734802,66.809348
58813199401243165,Gatka,47.014655,53.705974
35038193304287047,Gatka,46.071575,61.536381
36693200010026947,Gatka,47.188585,63.19643
49069201712205513,Gatka,22.285316,69.897459
14251194112064762,Gatka,46.623221,67.300211
84864200608153525,Gatka,29.989167,51.64512
61705197011258171,Gatka,42.755884,64.267943
89733198404115373,Gatka,22.740959,53.822036
41363197112164845,Gatka,32.988154,65.302859
92109194301037297,Gatka,31.96418,57.346793
